,k,rmse,mae,it,normalize
0,5,0.8788028503209717,0.6519612263300223,0,none
1,6,0.8704433415120644,0.6464774738670092,0,none
2,7,0.866726304438132,0.6450616886369729,0,none
3,8,0.8648848842764811,0.6439551218744185,0,none
4,9,0.8648737697903747,0.6442118596762539,0,none
5,10,0.8647059693362841,0.644649357588946,0,none
6,11,0.8653191495693288,0.6453588875139864,0,none
7,12,0.8659014982958771,0.6454226450168732,0,none
8,13,0.8648153223171191,0.6450562437262138,0,none
9,14,0.866065472570503,0.646458908789841,0,none
10,15,0.865933707134489,0.646571265124019,0,none
11,16,0.8664866329162488,0.6470855756473434,0,none
12,5,0.7958930415749742,0.5989711866512732,0,movieId
13,6,0.7864252573447031,0.5938565607626396,0,movieId
14,7,0.7834573339090688,0.5921614061874264,0,movieId
15,8,0.7812388873315164,0.5916721776991638,0,movieId
16,9,0.7789411193371493,0.5905852987944706,0,movieId
17,10,0.7782206679479162,0.5905652922338623,0,movieId
18,11,0.7778685635780082,0.5895126512465235,0,movieId
19,12,0.7775865718352016,0.5899695566982494,0,movieId
20,13,0.7772212657002971,0.5898945362201585,0,movieId
21,14,0.7778617389694634,0.5905935304322801,0,movieId
22,15,0.777957210577527,0.5909323746700379,0,movieId
23,16,0.778569557913682,0.591328640440057,0,movieId
24,5,0.8414192129813346,0.6224072590069758,0,userId
25,6,0.837511741478667,0.6196859661424454,0,userId
26,7,0.8323577482019865,0.6168955080780161,0,userId
27,8,0.8291043086333643,0.6164295373563631,0,userId
28,9,0.828144245513089,0.6161818941406847,0,userId
29,10,0.8271440357086091,0.6166805195817079,0,userId
30,11,0.8275882397850494,0.6171913880581106,0,userId
31,12,0.8279502063791478,0.6182868108829765,0,userId
32,13,0.8273122784712862,0.618468209003365,0,userId
33,14,0.8278383463403897,0.6190609749472306,0,userId
34,15,0.8276811756530011,0.6191275166395357,0,userId
35,16,0.8277248207950666,0.6198904803445024,0,userId
36,5,0.868805639532619,0.6446936286792951,1,none
37,6,0.8630979428340623,0.6415029568006401,1,none
38,7,0.8613526992333014,0.6407178176472509,1,none
39,8,0.8621829193078749,0.6414418042450016,1,none
40,9,0.8615350764330161,0.6415448189566291,1,none
41,10,0.8607433583241781,0.6398269790359132,1,none
42,11,0.8604993984597118,0.640329498466968,1,none
43,12,0.8610228980518917,0.6416078173883675,1,none
44,13,0.8624727199080545,0.641452331565837,1,none
45,14,0.8649190883996812,0.6429929629300686,1,none
46,15,0.8656090909868144,0.6441840357308455,1,none
47,16,0.8666781585952766,0.645319146485579,1,none
48,5,0.8117078631866339,0.606946240113973,1,movieId
49,6,0.8060595790859958,0.604499553210056,1,movieId
50,7,0.8015831313838161,0.6023312035638774,1,movieId
51,8,0.7986196391457022,0.6004796778481214,1,movieId
52,9,0.7977162144720608,0.6007978802713062,1,movieId
53,10,0.7975343297077642,0.6010241467033224,1,movieId
54,11,0.7971610595395571,0.6012785998322362,1,movieId
55,12,0.7974723273204125,0.6013216577288151,1,movieId
56,13,0.7982162415656904,0.6017583585244836,1,movieId
57,14,0.7969076834099159,0.6014120135859679,1,movieId
58,15,0.7975137704792742,0.6015706025774653,1,movieId
59,16,0.7978505848115356,0.6019146465366872,1,movieId
60,5,0.8365563840435148,0.621287484138113,1,userId
61,6,0.8333515701270261,0.6200352300808132,1,userId
62,7,0.8303269115388187,0.6189344391332924,1,userId
63,8,0.826506640477357,0.6166642814208433,1,userId
64,9,0.8231981043346513,0.6155108162947398,1,userId
65,10,0.8222596011264578,0.6155998654721412,1,userId
66,11,0.8213150961358212,0.6154705417803994,1,userId
67,12,0.8215667650670565,0.6159729612870285,1,userId
68,13,0.8212104536577561,0.6156236145141127,1,userId
69,14,0.8215964665927818,0.6162808414786981,1,userId
70,15,0.8224614421647422,0.6173398906243037,1,userId
71,16,0.8231849163867948,0.6181941366003928,1,userId
72,5,0.8836198904314435,0.6539116498046684,2,none
73,6,0.8775661337206889,0.6501352298908137,2,none
74,7,0.8738693552153957,0.6484848051210839,2,none
75,8,0.8715937901922625,0.6466388097861605,2,none
76,9,0.8708512101481476,0.6464941193680178,2,none
77,10,0.8691728746352502,0.6456154033285242,2,none
78,11,0.870345457815046,0.6466703786046666,2,none
79,12,0.8698479856765727,0.6466214317586648,2,none
80,13,0.8696241803543785,0.6475386962364804,2,none
81,14,0.8700847791676106,0.648545902993463,2,none
82,15,0.8714881581867373,0.6497054933446772,2,none
83,16,0.8727433221265342,0.6506070259501089,2,none
84,5,0.816944354925662,0.610340554853206,2,movieId
85,6,0.8119823430974633,0.6069611034268417,2,movieId
86,7,0.8056319603157521,0.6031857778840903,2,movieId
87,8,0.8021629869493304,0.6013301622743281,2,movieId
88,9,0.8000187154505736,0.6002341764718374,2,movieId
89,10,0.799467396821762,0.6003831914799981,2,movieId
90,11,0.7999380644656792,0.6006864283947422,2,movieId
91,12,0.800297469733043,0.6015814459359613,2,movieId
92,13,0.7989874895205467,0.6013208820482272,2,movieId
93,14,0.7987489772728837,0.6017418892093728,2,movieId
94,15,0.7984066194364298,0.6020031587464237,2,movieId
95,16,0.798313876075554,0.6025875103008823,2,movieId
96,5,0.8358183752757156,0.6265014864548852,2,userId
97,6,0.8295313317137037,0.623490162674951,2,userId
98,7,0.8296636984339499,0.623955425441042,2,userId
99,8,0.8288140846754173,0.6233917417051998,2,userId
100,9,0.8268157189425295,0.6222038304248572,2,userId
101,10,0.8245394317208385,0.6214283129492597,2,userId
102,11,0.8249483597961377,0.622881819859221,2,userId
103,12,0.8247889418254213,0.62326216403654,2,userId
104,13,0.8253894753289817,0.6236562608706538,2,userId
105,14,0.8254577133382498,0.6244887783882183,2,userId
106,15,0.826359320584859,0.6247180694231989,2,userId
107,16,0.8272410081508663,0.6259028491272458,2,userId
